STN Code,Dissolved Oxygen,Location Name,State Name,Year,pH,Conductivity,BOD,Nitrate N + Nitrite N,Fecal Coliform,Total Coliform,WQI,lat,lon
2650,6.0,KHAZIAR LAKE,HIMACHAL PRADESH,2018,7.25,76.0,3.9,1.45,13.0,325.0,80.77145970499089,31.9292352,77.1828462
1446,3.6,HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,KARNATAKA,2018,7.4,501.0,4.55,1.2,790.0,3200.0,118.57335713435226,14.5203896,75.7223521
1383,5.1,ORUVATHILKOTTA LAKE,KERALA,2018,6.65,590.0,8.0,0.25,2200.0,7000.0,160.8394830129678,10.3528744,76.5120396
1385,6.4,SASTHAMCOTTA LAKE,KERALA,2018,7.1,114.0,1.55,0.6000000000000001,105.0,305.0,57.3881239539626,10.3528744,76.5120396
1441,6.0,ASHTHAMUDI LAKE AT QUILON,KERALA,2018,7.3,19180.0,1.7999999999999998,1.35,160.0,395.0,70.53535470100519,10.3528744,76.5120396
1574,6.550000000000001,PARAVUR,KERALA,2018,7.050000000000001,18226.0,1.6,1.35,124.5,350.0,60.77293739875031,8.8098891,76.6715303
1575,5.2,KOCHI (OIL TANKER JETTY),KERALA,2018,4.75,27588.5,2.15,0.8,13550.0,35100.0,339.0274275858435,10.3528744,76.5120396
1576,7.1,THEKKADY,KERALA,2018,7.5,44.5,0.35,0.05,245.0,500.0,53.406674455697214,9.5804995,77.181142
1577,6.1,KODUNGALLOOR,KERALA,2018,7.1,22530.5,3.3,1.1,3000.0,19270.0,147.60230088744774,10.2269615,76.19840495
1578,5.4,KAYAMKULAM,KERALA,2018,7.4,24402.5,2.25,0.45,600.0,1420.0,90.16263957995834,9.1723603,76.500061
1579,6.2,ALAPPUZHA,KERALA,2018,7.45,4071.0,2.35,0.15,4010.0,6050.0,160.02368775763125,9.5006651,76.41241428564258
1580,6.9,POOKOTE,KERALA,2018,6.65,31.5,0.75,0.05,10.0,90.0,37.8619486851932,10.3528744,76.5120396
2312,6.9,LAKE VEMBANADU AT PATHIRAMANAL (ALAPPUZHA),KERALA,2018,7.4,4555.0,2.0,0.1,300.0,470.0,69.45332405804926,10.3528744,76.5120396
2318,7.6,PAZHASSI RESERVOIR (KANNUR),KERALA,2018,7.15,87.0,0.7000000000000001,0.1,370.0,720.0,50.85430926175614,10.3528744,76.5120396
2328,8.4,RSVR AT MALAMPUZHA,KERALA,2018,7.5,133.0,1.7,1.05,190.0,365.0,57.984648321812244,10.3528744,76.5120396
2329,6.75,RSVR AT BHOOTHATHANKETU,KERALA,2018,6.75,44.5,1.25,0.55,2039.5,4050.0,90.59266758888452,10.3528744,76.5120396
2330,7.0,RSVR AT EDAMALAYAR,KERALA,2018,6.85,28.5,1.15,0.15,860.0,3174.5,63.896744392065706,10.3528744,76.5120396
1373,7.95,UPPER LAKE AT BHOPAL (INTAKE POINT),MADHYA PRADESH,2018,7.95,169.0,3.1500000000000004,3.0,86.0,855.0,78.82379213078025,19.12195775,72.90929420210506
1374,7.35,LOWER LAKE AT BHOPAL OUTLET M.P.,MADHYA PRADESH,2018,7.45,422.0,4.9,10.45,515.0,2000.0,99.1404651561244,23.8143419,77.5340719
1466,8.1,MULTAI TANK LAKE AT VILLA. KHARI ON BETULAMRAVATI,MADHYA PRADESH,2018,8.0,369.5,2.8499999999999996,3.65,2.0,860.0,74.57194008211218,23.8143419,77.5340719
2128,7.6,KHANDARI RESERVOIR WATER OFF TAKE POINT,MADHYA PRADESH,2018,7.8500000000000005,280.5,1.25,2.5,6.0,65.0,59.977665882522956,23.8143419,77.5340719
2129,7.25,PERIAT TANK JABALPUR,MADHYA PRADESH,2018,7.800000000000001,329.5,1.5499999999999998,2.1,8.5,120.0,63.48390027930665,23.8143419,77.5340719
2130,6.55,MADHAV LAKE,MADHYA PRADESH,2018,8.0,611.0,2.15,2.5,6.0,81.5,75.67640793347734,25.37412155,77.82788660942335
2131,6.6,YASHWANT SAGAR AT INDORE,MADHYA PRADESH,2018,7.949999999999999,654.5,1.5,1.9,2.0,67.0,68.66645554809284,23.8143419,77.5340719
2132,6.55,BILAWALI TALAB AT INDORE,MADHYA PRADESH,2018,8.05,589.0,1.9,4.0,2.0,67.5,74.39867322700509,23.8143419,77.5340719
2133,6.55,SIRPUR TALAB AT INDORE,MADHYA PRADESH,2018,8.3,627.0,2.0,1.6500000000000001,2.0,67.0,79.3746364653244,23.8143419,77.5340719
2134,6.199999999999999,NAGCHUN TALAB AT KHANDWA,MADHYA PRADESH,2018,8.3,482.0,1.7000000000000002,1.8,2.0,50.0,78.38336964068303,23.8143419,77.5340719
2136,6.0,SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL,MADHYA PRADESH,2018,8.100000000000001,416.0,8.25,8.299999999999999,216.0,1265.0,139.55602282052487,23.2584857,77.401989
2137,7.25,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,2018,7.5,332.0,2.1,3.45,141.0,814.0,66.37937369402546,23.8143419,77.5340719
2138,7.65,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,2018,7.75,241.0,10.7,4.75,176.0,855.0,145.8280508515317,23.8143419,77.5340719
2139,7.85,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,2018,7.9,349.0,1.95,3.45,461.0,855.0,76.20236291250349,23.8143419,77.5340719
2140,7.800000000000001,KERWA DAM NEAR REST HOUSE,MADHYA PRADESH,2018,7.9,189.5,5.35,5.0,2.0,87.0,96.34643829860796,23.2664845,77.4130845
2141,5.300000000000001,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,2018,8.0,372.5,2.45,4.6,176.0,855.0,88.45575640940716,23.8143419,77.5340719
2142,7.45,KALISINDH RESERVOIR AT SARANGPUR,MADHYA PRADESH,2018,8.05,615.0,1.65,1.5,2.0,33.0,67.58070914207327,23.87167065,76.77447033719486
3296,7.05,CHORAL DAM NEAR INDORE,MADHYA PRADESH,2018,8.25,535.5,1.5,0.85,2.0,55.0,71.56492311380663,23.8143419,77.5340719
1347,7.15,UMIAM LAKE AT BARAPANI,MEGHALAYA,2018,8.4,110.0,5.3,1.1,1850.0,4000.0,149.02842070295947,25.5379432,91.2999102
1348,7.6,WARD LAKE AT SHILONG EAST,MEGHALAYA,2018,7.55,157.5,5.0,0.35,1245.0,3300.0,115.83914406401384,25.5379432,91.2999102
1459,7.199999999999999,THADLASKEIN LAKE,MEGHALAYA,2018,7.0,49.5,1.8,0.55,19.0,100.0,52.048386562451434,25.5379432,91.2999102
3346,5.35,UMIAM LAKE AT OUTFALL OF UMIAM RIVER INTO LAKE,MEGHALAYA,2018,7.550000000000001,120.0,7.3,1.3,2350.0,4700.0,171.88293590900298,25.87640255,91.85675741641606
3347,8.05,UMIAM LAKE AT MIDDLE POINT,MEGHALAYA,2018,8.5,103.0,6.3,1.0,1700.0,3500.0,151.84373426402007,25.87640255,91.85675741641606
3348,4.6,UMIAM LAKE ATNEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,2018,8.350000000000001,111.5,6.0,0.65,1750.0,3400.0,164.2302710257008,25.87640255,91.85675741641606
3349,6.9,TASEK LAKE AT SONGSAK (NAPHAK),MEGHALAYA,2018,7.1,71.5,1.7,0.35,30.0,147.0,54.579010225731636,25.61849455,90.63421621777748
2437,6.6,CHILKA LAKE (RAMSAR SITE),ODISHA,2018,7.8500000000000005,28635.0,1.85,1.05,4601.0,4601.0,178.9088709001204,20.5431241,84.6897321
2438,7.7,ANSHUPA,ODISHA,2018,7.550000000000001,176.5,2.45,0.75,1760.0,4715.0,104.54331486731466,20.4574941,85.6048965413869
3953,8.6,CHILKA AT RAMBHA,ODISHA,2018,8.5,22235.0,1.15,0.95,1101.0,1750.0,94.85840158080914,20.5431241,84.6897321
3954,8.5,TAMPADA LAKE AT CHHATRAPUR,ODISHA,2018,7.9,628.5,10.649999999999999,2.55,1660.0,5520.0,177.6187769055908,20.5431241,84.6897321
3955,7.85,ANSHUPA AT SUBARANAPUR,ODISHA,2018,7.35,172.0,2.4499999999999997,2.15,1210.0,1439.0,87.60560981394089,20.5431241,84.6897321
3956,6.4,ANSHUPA AT BISHNUPUR,ODISHA,2018,7.5,152.5,2.45,0.8500000000000001,1210.0,2739.0,97.32633471086044,20.5431241,84.6897321
3957,7.9,ANSHUPA AT SARAANDAGARH,ODISHA,2018,7.55,155.5,2.8,1.25,1760.0,4646.5,106.71420541127644,20.5431241,84.6897321
2912,8.05,RANJIT SAGAR RESERVOIR,PUNJAB,2018,7.550000000000001,185.0,0.0,0.35,56.0,105.0,42.39973965757614,30.9293211,75.5004841
1285,6.6,PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT),RAJASTHAN,2018,8.4,615.0,1.45,2.4,190.5,89.0,80.25687194154602,26.8105777,73.7684549
1286,5.75,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.) RAJASTHAN,RAJASTHAN,2018,8.350000000000001,1270.0,2.85,1.35,21.0,89.0,92.15039424499162,26.8105777,73.7684549
1414,4.0,PUSHKAR LAKE,RAJASTHAN,2018,7.300000000000001,540.0,5.55,2.1,13.5,67.0,105.99486433377271,26.4875533,74.55404662867572
1481,6.7,FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,RAJASTHAN,2018,8.3,695.0,2.1,2.4,15.5,112.5,79.94404910590008,26.8105777,73.7684549
1714,7.25,KAYALANA JHEEL JODHPUR,RAJASTHAN,2018,8.2,305.0,1.6500000000000001,2.9,7.5,17.5,71.34914189647344,26.8105777,73.7684549
1716,5.55,NAKKI LAKE,RAJASTHAN,2018,7.699999999999999,270.0,1.5,2.45,9.0,17.5,69.4976359170806,24.5953049,72.70390264699941
2935,4.050000000000001,LAKE JET SAGAR,RAJASTHAN,2018,7.8500000000000005,600.0,2.3000000000000003,2.25,35.5,85.0,87.0518577749716,25.4367659,75.736147085863
2938,4.45,LAKE RAJSAMAND,RAJASTHAN,2018,8.15,610.0,1.95,2.6,13.5,60.5,86.7845457549469,25.07747625,73.88626319669183
2940,4.800000000000001,GAPE SAGAR LAKE,RAJASTHAN,2018,7.75,740.0,2.6500000000000004,2.25,14.0,60.5,84.35594867205658,23.8538893,73.7087177
2943,4.45,LODHA TALAB,RAJASTHAN,2018,7.550000000000001,870.0,2.4000000000000004,2.7,21.0,112.5,80.59969496166347,23.49150465,74.35021720129201
2944,4.5,JALMAHAL,RAJASTHAN,2018,8.1,2870.0,15.6,1.55,48.0,180.0,207.68288499765774,26.9464166,75.8481731
1420,6.95,KODAI KANAL LAKE,TAMIL NADU,2018,6.85,132.5,4.1,1.3499999999999999,56.0,66.0,71.92451937831416,10.9094334,78.3665347
1421,4.3,UDHAGAMADALEM LAKE (OOTY),TAMIL NADU,2018,6.95,318.0,7.3999999999999995,1.95,1155.0,2545.0,140.5976162715622,10.9094334,78.3665347
1452,7.4,YERCAUD LAKE,TAMIL NADU,2018,7.050000000000001,356.0,4.45,1.0,354.0,890.0,83.11765164677169,11.7832744,78.21046871339286
3007,5.9,VEERANAM LAKE AT CUDDALORE,TAMIL NADU,2018,7.9,392.5,3.9000000000000004,0.65,567.0,1465.0,105.02974591074151,10.9094334,78.3665347
3008,5.25,POONDI LAKE AT THIRUVALLUR,TAMIL NADU,2018,8.0,1487.0,19.0,0.65,231.0,1355.0,236.34163121179898,10.9094334,78.3665347
3009,5.9,REDD HILLS AT THIRUVALLUR,TAMIL NADU,2018,8.35,485.5,6.0,0.7000000000000001,106.0,1240.0,121.20407155552535,10.9094334,78.3665347
3010,6.05,PORUR LAKE AT THIRUVALLUR,TAMIL NADU,2018,7.699999999999999,866.5,9.5,0.65,171.0,1560.0,141.77087058749703,10.9094334,78.3665347
3011,4.95,PULICATE LAKE AT THIRUVALLUR,TAMIL NADU,2018,7.199999999999999,105650.0,11.0,1.2,56.0,700.0,172.17622627444663,10.9094334,78.3665347
1391,1.1500000000000001,HUSSAIN SAGAR LAKE,TELANGANA,2018,7.55,1396.0,16.0,13.799999999999999,250.0,7630.0,224.92552972674733,17.42291125,78.47542103126167
1788,0.05,SAROONAGAR,TELANGANA,2018,7.4,1399.5,21.0,12.350000000000001,230.0,7510.0,271.24772886557275,17.4755464,78.3029526
1789,5.8,HIMAYAT SAGAR LAKE,TELANGANA,2018,8.35,340.0,2.0,1.3,16.0,105.0,84.06716101540952,17.4755464,78.3029526
2340,3.85,LAXMINARAYANA CHEVURU AT EDULABAD,TELANGANA,2018,7.75,1333.0,12.0,3.35,91.0,4070.0,174.53642804576458,16.9344152,77.7788338
2341,1.95,MIRALAM LAKE NEAR ZOO PARK,TELANGANA,2018,7.6,1516.5,13.0,6.85,111.0,6040.0,191.2274358591118,16.9344152,77.7788338
2342,0.05,NOOR MD. KUNTA,TELANGANA,2018,7.7,2429.0,34.5,12.600000000000001,410.0,5685.0,399.79317174466456,16.9344152,77.7788338
3068,5.949999999999999,RAMAPPA LAKE,TELANGANA,2018,7.699999999999999,302.5,2.5,0.8,13.5,155.0,76.3822670075756,18.23337235,79.9393490664614
3069,4.95,SHAMEERPET LAKE,TELANGANA,2018,7.6,603.0,5.0,1.45,61.0,255.0,102.7986413532607,17.7385691,79.130207
3070,2.5,FOX SAGAR,TELANGANA,2018,7.5,1230.0,11.0,7.05,161.0,4060.0,169.76826666364798,17.5258589,78.46905021499732
3071,0.6000000000000001,LANGARHOUSE LAKE,TELANGANA,2018,7.35,1309.5,24.5,9.05,401.0,8310.0,302.2970357976772,17.360589,78.4740613
3072,1.15,SAFILGUDA LAKE,TELANGANA,2018,7.6,1500.0,15.0,11.5,401.0,7088.0,219.93465409353487,17.46338775,78.53627735570706
3073,0.5,HASMATHPET LAKE,TELANGANA,2018,7.7,1398.5,17.0,9.7,401.0,5305.0,241.88794618700157,17.47582539878519,78.48473706511365
3074,0.5,BANJARA LAKE,TELANGANA,2018,7.4,1088.0,36.0,9.15,401.0,6610.0,405.03103075140274,17.410768,78.44854448849662
4229,0.25,NEKNAMPUR LAKE,TELANGANA,2018,7.199999999999999,1489.0,27.5,24.25,211.0,410.5,323.681574792162,17.8495919,79.1151663
4234,23.05,UMDA SAGAR LAKE,TELANGANA,2018,8.0,913.0,8.5,19.25,49.0,808.5,55.51680623963744,17.2611444,78.3931943
4235,2.75,LAKE KAMUNI ( SHAMSHABAD LAKE),TELANGANA,2018,7.800000000000001,1646.0,16.0,12.6,111.0,297.0,216.7925674536893,17.8495919,79.1151663
1727,7.4,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,2018,7.95,115.0,0.6,0.44999999999999996,130.0,250.0,59.44612226185565,23.7750823,91.7025091
1728,7.1000000000000005,RUDRASAGAR,TRIPURA,2018,7.25,147.0,1.75,0.55,140.0,280.0,59.16532447562572,23.4995742,91.31765830218896
4192,7.449999999999999,MBB COLLAGE LAKE,TRIPURA,2018,7.550000000000001,167.0,1.4,0.5,130.0,250.0,59.36140435794408,23.7750823,91.7025091
2499,6.5,SAMARPUR JHEEL,UTTAR PRADESH,2018,7.949999999999999,364.0,4.5,0.95,6000.0,8200.0,230.07315165124373,26.20867685,81.21862977045768
1765,11.149999999999999,RABINDRASAROVAR NATIONAL LAKE,WEST BENGAL,2018,8.149999999999999,333.0,3.9,0.44999999999999996,65350.0,115650.0,1543.0129006595694,22.5726459,88.3638953
2503,11.700000000000001,HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,2018,8.100000000000001,674.0,12.350000000000001,1.75,81500.0,100000.0,1968.4578170506468,22.9964948,87.6855882
2505,15.75,HANUMAN GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,2018,8.3,679.5,22.85,1.35,71500.0,96500.0,1823.2721932133763,22.9964948,87.6855882
2519,7.4,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,2018,7.449999999999999,101.0,2.5,0.25,5800.0,18500.0,197.07918881023693,22.9964948,87.6855882
2520,6.7,MIRIKH LAKE,WEST BENGAL,2018,7.5,142.5,3.0,0.44999999999999996,5100.0,15500.0,189.61668227337674,22.9964948,87.6855882
2521,7.85,WATER RESERVIOR AT DELO,WEST BENGAL,2018,7.5,38.0,1.7,0.3,225.0,830.0,61.40514004742596,22.9964948,87.6855882
2522,8.0,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,2018,7.65,26.5,1.35,0.25,215.0,770.0,59.94623250105931,22.9964948,87.6855882
2539,6.9,BELBONI LAKE NEAR BARJORA,WEST BENGAL,2018,7.5,211.0,2.15,0.1,5050.0,7700.0,178.27442739061115,22.9964948,87.6855882
2544,6.8999999999999995,SAHEBBANDH AT PURULIA,WEST BENGAL,2018,7.55,494.0,3.15,0.55,7000.0,11000.0,231.99057961231912,22.9964948,87.6855882
1790,5.2,PULICATE LAKE,ANDHRA PRADESH,2019,7.449999999999999,34865.0,2.5,1.63,3.5,905.0,83.335357768543,13.69533305,80.05929292562215
2353,5.9,KONDAKARLA-AAVA LAKE,ANDHRA PRADESH,2019,7.75,1332.0,2.9000000000000004,2.91,17.0,625.0,81.6714073542088,17.60320265,83.00084455498865
4368,5.6,KOLLERU LAKE KOKKIRAYALANKA (V),ANDHRA PRADESH,2019,7.65,7854.5,3.5500000000000003,1.735,12.0,725.0,88.35937138044514,15.9240905,80.1863809
1529,7.8,DEEPAR BEEL,ASSAM,2019,7.55,208.5,3.75,1.55,181.0,930.0,79.88311865809267,26.4073841,93.2551303
2205,4.3,MER BEEL AT MADHABPUR,ASSAM,2019,7.0,128.5,9.65,1.6,515.0,1360.0,146.8769165717756,26.4073841,93.2551303
2206,5.2,DALONI BEEL NEAR JOGIGHOPA,ASSAM,2019,7.65,132.0,2.2,1.4500000000000002,181.0,1300.0,80.46049662528914,26.4073841,93.2551303
2218,6.85,DEEPAR BEEL AT BORAGAON NEAR IASST,ASSAM,2019,7.5,210.5,3.5999999999999996,1.6,366.0,1110.0,86.39767892549808,26.1805978,91.753943
3804,4.75,SON BEEL WATER AT KARIMGANJ,ASSAM,2019,6.9,107.0,2.6,1.0,515.0,1360.0,80.49852909814668,26.4073841,93.2551303
4337,5.9,KAMALABARI LAKE INSIDE KAMALABARI CHILDREN,ASSAM,2019,7.25,39.0,1.7999999999999998,0.9,151.0,361.0,65.65675844963422,27.996243900000003,73.3343370898198
2557,9.55,KAWAR LAKE,BIHAR,2019,7.949999999999999,302.5,2.8,0.09,5500.0,11000.0,189.79811043513476,25.5125411,86.08833919362361
2571,11.399999999999999,MOTI JHEEL AT MOTIHARII,BIHAR,2019,8.75,629.0,5.7,0.845,11090.0,27600.0,347.9914367410814,25.6440845,85.906508
4296,8.75,SIKANDRAPUR,BIHAR,2019,8.95,1029.0,9.2,1.075,18200.0,81650.0,564.6157109434656,25.6625441,77.90012166111927
3030,6.8,SANJAY LAKE,DELHI,2019,7.4,1014.5,16.0,2.86,11000.0,17000.0,433.8344504306851,28.6155068,77.30637568452964
3031,2.8,BHALSWA LAKE,DELHI,2019,8.1,6505.0,49.5,2.385,17000.0,22000.0,896.8255193921494,28.6273928,77.1716954
3476,16.4,LAKE NEAR IIT FLYOVER,DELHI,2019,9.2,808.0,30.0,1.02,49000.0,130000.0,1408.533519649571,28.6273928,77.1716954
1549,6.75,SALAULIM LAKE AT SALAULIM - SANGUEM,GOA,2019,7.2,18678.0,0.4,0.265,65.0,120.0,50.405575721647004,15.3004543,74.0855134
2269,7.1,MAYEM LAKE,GOA,2019,6.8,12295.5,1.35,0.07,2840.0,5350.0,111.32362671083362,15.5765136,73.9410291
3175,7.65,ANJUNEM LAKE,GOA,2019,7.1,106.5,1.05,0.245,56.0,85.0,45.77487120883069,15.3004543,74.0855134
3176,4.15,RUMDER LAKE,GOA,2019,7.050000000000001,1219.0,3.0,0.18,2695.0,4345.0,138.59060503305395,15.3004543,74.0855134
3177,6.949999999999999,CARAMBOLIM LAKE,GOA,2019,7.300000000000001,6037.0,1.5,1.0999999999999999,889.0,2765.0,77.0308989940153,15.3004543,74.0855134
3178,7.05,RAIA LAKE,GOA,2019,7.05,194.5,6.0,3.9,2460.0,3970.0,146.09145985941592,15.3004543,74.0855134
3179,3.45,SAIPEM LAKE,GOA,2019,7.05,327.0,2.1,1.27,15950.0,53000.0,438.01761183865557,15.3004543,74.0855134
3180,7.35,CURTORIM LAKE,GOA,2019,6.8,253.5,2.15,2.445,2550.0,6725.0,108.68371654147758,15.2890843,74.01932923877243
4408,7.9,HARWALE WATER FALL,GOA,2019,6.65,97.5,0.0,0.185,3600.0,8150.0,107.67274341366787,15.3004543,74.0855134
1343,7.4,KANKORIA LAKE AT AHMEDABAD,GUJARAT,2019,8.6,2905.0,17.5,0.175,29.0,330.0,218.69894600378777,22.3850051,71.745261
1972,7.25,NALSAROVAR LAKE (SANAND),GUJARAT,2019,8.35,1383.5,2.85,0.15,68.5,140.0,85.89044486775069,22.3850051,71.745261
1973,5.300000000000001,BINDUSAROVAR,GUJARAT,2019,7.8999999999999995,1690.0,3.35,3.06,62.0,188.0,92.1397574283328,22.3850051,71.745261
1975,6.0,LAKHOTA TALAV,GUJARAT,2019,7.6499999999999995,486.0,5.199999999999999,0.29000000000000004,7.0,21.0,98.9859551278611,22.4732415,70.0552102
1976,9.3,NARSIMEHTA TALAV- JUNAGADH,GUJARAT,2019,7.9,1068.5,139.39999999999998,0.04,6.5,29.5,1275.4957288413955,22.3850051,71.745261
1977,5.35,CITY LAKE OF NADIAD,GUJARAT,2019,8.3,1364.0,2.0500000000000003,0.56,61.0,280.5,86.9872771912422,22.3850051,71.745261
2076,7.1,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,GUJARAT,2019,8.0,949.5,0.65,0.295,21.5,71.5,59.92696144237725,22.3850051,71.745261
2077,6.65,MOTICHER LAKE NEAR KAKARPAR ATOMIC POWER STATION,GUJARAT,2019,7.699999999999999,561.5,1.1,0.09000000000000001,8.5,59.5,60.469587919966166,22.3850051,71.745261
3197,6.35,MACHHU-II DAM,GUJARAT,2019,7.95,1568.0,1.3,0.165,2.5,2.5,68.10810656961786,22.8003959,70.88623203876728
3198,4.95,GOMTI LAKE,GUJARAT,2019,7.85,475.5,0.65,0.56,26.5,136.5,67.71600358936861,22.7589741,73.14757283750197
3199,3.45,HAMISAR TALAV,GUJARAT,2019,3.85,255.0,0.55,0.345,4.0,11.5,4.02093082024423,23.2472446,69.668339
3200,6.0,MOONSAR LAKE OF VIRAMGAM,GUJARAT,2019,8.9,9234.5,48.0,0.2,66.0,495.0,502.88977151874286,22.3850051,71.745261
3201,6.050000000000001,MALAV TALAV,GUJARAT,2019,8.850000000000001,3840.0,19.5,0.155,48.0,271.0,247.8493658721534,22.72670285,72.43542706979838
3202,3.55,VHERAIMATA TALAV AT ANAND,GUJARAT,2019,7.35,392.5,6.2,0.29,177.0,483.5,118.26154243907128,22.3850051,71.745261
1349,6.3500000000000005,BRAHMSAROVAR LAKE AT KURUKSHETRA,HARYANA,2019,8.25,456.5,5.4,0.105,6750.0,81050.0,276.6165893668099,29.0,76.0
1392,5.1,KAUSSHALAYA LAKE,HARYANA,2019,7.7,459.5,3.15,1.055,78500.0,175210.0,1861.9575484524237,30.8042411,76.9149498
1291,9.7,GOBINDSAGAR LAKE AT BILASPUR,HIMACHAL PRADESH,2019,8.1,205.0,0.4,0.195,68.5,635.0,47.93035382476547,30.90351215,74.9441870511005
1292,8.75,PONGDAM LAKE AT PONG VILLAGE,HIMACHAL PRADESH,2019,7.5,947.5,0.2,0.645,3.0,76.5,38.95642505928244,30.90351215,74.9441870511005
1429,6.4,RENUKA LAKE,HIMACHAL PRADESH,2019,7.75,3387.0,1.65,0.34,22.5,58.5,68.37105622594181,30.609078,77.46155437163742
2649,8.9,RIWALSAR LAKE,HIMACHAL PRADESH,2019,7.55,232.5,10.0,0.265,147.0,1260.0,129.10230614209112,31.9292352,77.1828462
2650,5.7,KHAZIAR LAKE,HIMACHAL PRADESH,2019,7.4,152.5,3.7,1.135,7.5,141.0,82.86794863544178,31.9292352,77.1828462
3628,3.85,AMRUTHAHALLI LAKE,KARNATAKA,2019,7.05,1011.0,28.0,2.72,35230.0,177700.0,1119.9414616028116,14.5203896,75.7223521
3644,1.9,MULBHAGAL LAKE,KARNATAKA,2019,8.2,3565.0,33.5,8.55,17970.0,82700.0,796.1797751501765,14.5203896,75.7223521
3649,6.2,BUGUDANAHALLI LAKE,KARNATAKA,2019,7.0,557.5,4.5,2.96,60470.0,464600.0,1521.729449750097,14.5203896,75.7223521
3654,3.7,GOTTIGERE LAKE,KARNATAKA,2019,7.25,1331.5,16.0,3.085,7730.0,82700.0,388.41306441647737,14.5203896,75.7223521
3679,4.8500000000000005,BHUTANALA LAKE,KARNATAKA,2019,8.55,964.0,12.100000000000001,21.0,1010.0,2050.0,206.23431568611667,14.5203896,75.7223521
3680,7.55,KILLA LAKE,KARNATAKA,2019,8.05,454.0,1.8,17.75,1040.0,2400.0,93.66276058000084,14.5203896,75.7223521
3685,7.199999999999999,NAVALOORU LAKE,KARNATAKA,2019,7.6000000000000005,984.5,4.45,0.96,485.0,1175.0,96.72309695613603,14.5203896,75.7223521
4097,3.55,KACHOHALLI LAKE,KARNATAKA,2019,6.5,1483.5,84.0,35.79,29350.0,462700.0,1544.2207673323574,12.9997576,77.4699806
4504,6.85,SARAKKI LAKE,KARNATAKA,2019,6.25,539.5,4.5,7.495,14035.0,2700270.0,973.2162929616009,14.5203896,75.7223521
4505,4.25,NELAMANGALA LAKE,KARNATAKA,2019,7.1,906.0,22.0,3.7699999999999996,7315.0,82700.0,427.07281654195265,14.5203896,75.7223521
4507,5.55,CHELEKERE LAKE,KARNATAKA,2019,7.0,620.5,7.5,5.6,10705.0,81750.0,365.67545789116065,13.0267877,77.64551603960084
4533,6.4,ULLALU LAKE,KARNATAKA,2019,7.6499999999999995,1024.0,5.5,7.36,35230.0,462700.0,982.4964908764856,14.5203896,75.7223521
4534,6.45,SOMPURA LAKE,KARNATAKA,2019,7.949999999999999,731.0,3.5,6.4,42230.0,462700.0,1124.5011386993863,12.8698009,77.76928872971652
4537,5.550000000000001,CHINNAKURCHI KERE,KARNATAKA,2019,7.4,537.0,22.0,2.7600000000000002,42420.0,464600.0,1287.2332522706768,14.5203896,75.7223521
4538,2.2,MACHOHALLI LAKE,KARNATAKA,2019,6.8,2012.5,40.0,11.75,7230.0,82700.0,590.3021125587932,14.5203896,75.7223521
4543,5.7,KODI SINGASANDRA LAKE,KARNATAKA,2019,7.8,484.0,3.0,2.88,1400.0,9200.0,116.69958619683445,14.5203896,75.7223521
4545,2.8,JUNGU KERE,KARNATAKA,2019,7.8,805.0,8.4,1.31,8400.0,92000.0,351.58812899897924,14.5203896,75.7223521
4546,4.5,JAKKSANDRA LAKE,KARNATAKA,2019,7.5,985.0,7.3,1.4,4600.0,35000.0,231.80537062984166,14.5203896,75.7223521
4547,4.0,SWARANA KUNTE,KARNATAKA,2019,7.7,399.0,18.0,2.0,7000.0,54000.0,389.6532629169196,14.5203896,75.7223521
1383,3.65,ORUVATHILKOTTA LAKE,KERALA,2019,7.15,458.5,4.4,0.05,840.0,1465.0,113.25319001922418,10.3528744,76.5120396
1385,6.800000000000001,SASTHAMCOTTA LAKE,KERALA,2019,6.6,123.0,1.6,0.57,120.0,300.0,47.55737087412668,10.3528744,76.5120396
1441,4.5,ASHTHAMUDI LAKE AT QUILON,KERALA,2019,7.8,18735.0,2.7,1.94,470.0,700.0,101.29109442063086,10.3528744,76.5120396
1574,6.0,PARAVUR,KERALA,2019,7.7,13120.0,1.8,1.195,150.0,315.0,75.88114978444781,8.8098891,76.6715303
1575,5.45,VEMBANAD LAKE,KERALA,2019,7.4,22600.0,2.2,1.155,70215.0,155420.0,1663.838698100614,10.3528744,76.5120396
